count,epsilon_ask,epsilon_bid,epsilon_skew,inventory,mode,scenario,std_setting
2600,0.18462250961842633,0.15692023764230095,-0.027702271976125372,-24.313890963334302,stochastic,persistent_spread_only,0.2
2600,0.1854433947822858,0.1412487761345871,-0.044194618647698705,-14.116379860364473,stochastic,persistent_spread_only,0.2
2600,0.17163310719414418,0.12820078502655424,-0.04343232216758994,-8.972265101762918,stochastic,persistent_spread_only,0.2
2600,0.17019096633513423,0.12248452274147824,-0.04770644359365598,-4.9580885549692,stochastic,persistent_spread_only,0.2
2600,0.17896027356477973,0.11682591117659916,-0.06213436238818058,-1.2824612767426096,stochastic,persistent_spread_only,0.2
2600,0.17754297898686044,0.1239337634500743,-0.05360921553678614,2.2436845365395914,stochastic,persistent_spread_only,0.2
2600,0.17995465430115404,0.13064104583534153,-0.04931360846581251,5.917804967623491,stochastic,persistent_spread_only,0.2
2600,0.18107378474574384,0.12435318022729076,-0.05672060451845307,10.03898248562446,stochastic,persistent_spread_only,0.2
2600,0.18826264362149792,0.12950616753894093,-0.05875647608255699,15.385619127933795,stochastic,persistent_spread_only,0.2
2600,0.2031515619669181,0.11980426607512457,-0.08334729589179356,26.185170508164624,stochastic,persistent_spread_only,0.2
2600,0.146768824327558,0.07206716754115546,-0.07470165678640255,-22.35139004267179,deterministic,persistent_spread_only,0.1
2600,0.13262360245437146,0.04904553873034624,-0.08357806372402522,-13.052890731004569,deterministic,persistent_spread_only,0.1
2600,0.1349806128306171,0.032800197406457024,-0.10218041542416009,-8.305173808427957,deterministic,persistent_spread_only,0.1
2600,0.13072926725045994,0.04013511204375671,-0.09059415520670322,-4.640741914235629,deterministic,persistent_spread_only,0.1
2600,0.13152982037532357,0.04087004522864635,-0.09065977514667722,-1.346074325055737,deterministic,persistent_spread_only,0.1
2600,0.13531546091248925,0.042245718097457516,-0.09306974281503175,1.8476126357110647,deterministic,persistent_spread_only,0.1
2600,0.13801606663269922,0.04720979810907291,-0.09080626852362632,5.1763553192065315,deterministic,persistent_spread_only,0.1
2600,0.13517308025423866,0.04189990055102569,-0.09327317970321299,8.827656045877017,deterministic,persistent_spread_only,0.1
2600,0.14027580005833162,0.05438597867695185,-0.08588982138137978,13.485919824013344,deterministic,persistent_spread_only,0.1
2600,0.14840191962788454,0.07470109428350742,-0.07370082534437712,22.68371459153982,deterministic,persistent_spread_only,0.1
2600,0.13950689285542467,0.0959389648981876,-0.043567927957237074,-22.575617449833796,stochastic,persistent_spread_only,0.1
2600,0.1277343126487372,0.06783484566381398,-0.05989946698492321,-13.152833908521211,stochastic,persistent_spread_only,0.1
2600,0.11962026823091526,0.03992428712594959,-0.07969598110496567,-8.293900215625763,stochastic,persistent_spread_only,0.1
2600,0.12347372796600281,0.04137991793301458,-0.08209381003298824,-4.521223454292004,stochastic,persistent_spread_only,0.1
2600,0.1285377566985083,0.04133415673055704,-0.08720359996795125,-1.1199539190274999,stochastic,persistent_spread_only,0.1
2600,0.128990689173896,0.04164521288828557,-0.08734547628561044,2.115556809076896,stochastic,persistent_spread_only,0.1
2600,0.1290659108724727,0.05099742871642005,-0.07806848215605267,5.589407515984315,stochastic,persistent_spread_only,0.1
2600,0.13760149089424745,0.03774432049291835,-0.0998571704013291,9.433186807449047,stochastic,persistent_spread_only,0.1
